"","V1","V2"
"8462",736192.854166667,21.04
"8463",736192.864583333,20.34
"8464",736192.875,19.23
"8465",736192.885416667,18.33
"8466",736192.895833333,16.92
"8467",736192.90625,15.85
"8468",736192.916666667,14.52
"8469",736192.927083333,13.56
"8470",736192.9375,12.78
"8471",736192.947916667,12.18
"8472",736192.958333333,11.59
"8473",736192.96875,11.09
"8474",736192.979166667,10.42
"8475",736192.989583333,9.98
"8476",736193,9.6
"8477",736193.010416667,9.35
"8478",736193.020833333,9.02
"8479",736193.03125,8.83
"8480",736193.041666667,8.82
"8481",736193.052083333,8.49
"8482",736193.0625,8.48
"8483",736193.072916667,8.58
"8484",736193.083333333,8.42
"8485",736193.09375,8.54
"8486",736193.104166667,8.52
"8487",736193.114583333,8.53
"8488",736193.125,8.5
"8489",736193.135416667,8.41
"8490",736193.145833333,8.47
"8491",736193.15625,8.31
"8492",736193.166666667,8.22
"8493",736193.177083333,8.34
"8494",736193.1875,8.34
"8495",736193.197916667,8.09
"8496",736193.208333333,8.17
"8497",736193.21875,8.05
"8498",736193.229166667,8.01
"8499",736193.239583333,7.77
"8500",736193.25,7.84
"8501",736193.260416667,7.76
"8502",736193.270833333,7.57
"8503",736193.28125,7.52
"8504",736193.291666667,7.59
"8505",736193.302083333,7.48
"8506",736193.3125,7.38
"8507",736193.322916667,7.37
"8508",736193.333333333,7.03
"8509",736193.34375,7.22
"8510",736193.354166667,7.05
"8511",736193.364583333,6.92
"8512",736193.375,6.99
"8513",736193.385416667,6.87
"8514",736193.395833333,6.87
"8515",736193.40625,6.91
"8516",736193.416666667,6.69
"8517",736193.427083333,6.56
"8518",736193.4375,6.42
"8519",736193.447916667,6.41
"8520",736193.458333333,6.49
"8521",736193.46875,6.55
"8522",736193.479166667,6.46
"8523",736193.489583333,6.23
"8524",736193.5,6.33
"8525",736193.510416667,6.22
"8526",736193.520833333,6.03
"8527",736193.53125,5.88
"8528",736193.541666667,6.05
"8529",736193.552083333,5.81
"8530",736193.5625,5.76
"8531",736193.572916667,5.83
"8532",736193.583333333,5.85
"8533",736193.59375,5.68
"8534",736193.604166667,5.71
"8535",736193.614583333,5.72
"8536",736193.625,5.55
"8537",736193.635416667,5.78
"8538",736193.645833333,5.39
"8539",736193.65625,5.31
"8540",736193.666666667,5.4
"8541",736193.677083333,5.49
"8542",736193.6875,5.31
"8543",736193.697916667,5.43
"8544",736193.708333333,5.19
"8545",736193.71875,5.27
"8546",736193.729166667,5.3
"8547",736193.739583333,5.05
"8548",736193.75,4.88
"8549",736193.760416667,5.2
"8550",736193.770833333,5.15
"8551",736193.78125,5.01
"8552",736193.791666667,5.09
"8553",736193.802083333,5.31
"8554",736193.8125,5.01
"8555",736193.822916667,5.14
"8556",736193.833333333,4.88
"8557",736193.84375,5.04
"8558",736193.854166667,5.1
"8559",736193.864583333,5.05
"8560",736193.875,5.01
"8561",736193.885416667,5.08
"8562",736193.895833333,5.07
"8563",736193.90625,5.07
"8564",736193.916666667,5.03
"8565",736193.927083333,4.91
"8566",736193.9375,5.02
"8567",736193.947916667,4.87
"8568",736193.958333333,4.98
"8569",736193.96875,4.99
"8570",736193.979166667,4.97
"8571",736193.989583333,4.73
"8572",736194,4.88
"8573",736194.010416667,4.8
"8574",736194.020833333,4.79
"8575",736194.03125,4.89
"8576",736194.041666667,4.85
"8577",736194.052083333,4.76
"8578",736194.0625,4.85
"8579",736194.072916667,4.69
"8580",736194.083333333,4.89
"8581",736194.09375,4.91
"8582",736194.104166667,4.71
"8583",736194.114583333,4.79
"8584",736194.125,4.85
"8585",736194.135416667,4.85
"8586",736194.145833333,4.83
"8587",736194.15625,4.81
"8588",736194.166666667,4.8
"8589",736194.177083333,4.65
"8590",736194.1875,4.66
"8591",736194.197916667,4.99
"8592",736194.208333333,4.71
"8593",736194.21875,4.64
"8594",736194.229166667,4.71
"8595",736194.239583333,4.71
"8596",736194.25,4.62
"8597",736194.260416667,4.87
"8598",736194.270833333,4.79
"8599",736194.28125,4.61
"8600",736194.291666667,4.79
"8601",736194.302083333,4.69
"8602",736194.3125,4.82
"8603",736194.322916667,4.68
"8604",736194.333333333,4.91
"8605",736194.34375,4.64
"8606",736194.354166667,4.69
"8607",736194.364583333,4.73
"8608",736194.375,4.76
"8609",736194.385416667,4.66
"8610",736194.395833333,4.62
"8611",736194.40625,4.68
"8612",736194.416666667,4.76
"8613",736194.427083333,4.89
"8614",736194.4375,4.58
"8615",736194.447916667,4.82
"8616",736194.458333333,4.63
"8617",736194.46875,4.67
"8618",736194.479166667,4.68
"8619",736194.489583333,4.61
"8620",736194.5,4.74
"8621",736194.510416667,4.61
"8622",736194.520833333,4.68
"8623",736194.53125,4.76
"8624",736194.541666667,4.82
"8625",736194.552083333,4.89
"8626",736194.5625,4.85
"8627",736194.572916667,5
"8628",736194.583333333,4.76
"8629",736194.59375,4.73
"8630",736194.604166667,4.6
"8631",736194.614583333,4.92
"8632",736194.625,4.58
"8633",736194.635416667,4.81
"8634",736194.645833333,4.92
"8635",736194.65625,4.68
"8636",736194.666666667,4.49
"8637",736194.677083333,4.76
"8638",736194.6875,4.57
"8639",736194.697916667,4.51
"8640",736194.708333333,5.04
"8641",736194.71875,7.67
"8642",736194.729166667,65.45
"8643",736194.739583333,65.49
"8644",736194.75,67.47
"8645",736194.760416667,68.4
"8646",736194.770833333,67.99
"8647",736194.78125,67.68
"8648",736194.791666667,67.66
"8649",736194.802083333,66.81
"8650",736194.8125,66.44
"8651",736194.822916667,66.2
"8652",736194.833333333,66.46
"8653",736194.84375,67.01
"8654",736194.854166667,67.07
"8655",736194.864583333,67.26
"8656",736194.875,67.16
"8657",736194.885416667,67.51
"8658",736194.895833333,68.36
"8659",736194.90625,68.87
"8660",736194.916666667,69.75
"8661",736194.927083333,70.35
"8662",736194.9375,70.8
"8663",736194.947916667,71.43
"8664",736194.958333333,71.7
"8665",736194.96875,72.01
"8666",736194.979166667,72.08
"8667",736194.989583333,72.46
"8668",736195,71.81
"8669",736195.010416667,59.56
"8670",736195.020833333,48.27
"8671",736195.03125,40.7
"8672",736195.041666667,34.41
"8673",736195.052083333,29.52
"8674",736195.0625,32.13
"8675",736195.072916667,29.7
"8676",736195.083333333,25.45
"8677",736195.09375,22.59
"8678",736195.104166667,20.08
"8679",736195.114583333,17.78
"8680",736195.125,16.94
"8681",736195.135416667,15.45
"8682",736195.145833333,14.38
"8683",736195.15625,13.7
"8684",736195.166666667,12.6
"8685",736195.177083333,12.11
"8686",736195.1875,11.44
"8687",736195.197916667,10.97
"8688",736195.208333333,10.51
"8689",736195.21875,9.77
"8690",736195.229166667,9.33
"8691",736195.239583333,9.08
"8692",736195.25,8.76
"8693",736195.260416667,8.71
"8694",736195.270833333,8.4
"8695",736195.28125,8.19
"8696",736195.291666667,8.21
"8697",736195.302083333,8.17
"8698",736195.3125,8.12
"8699",736195.322916667,7.91
"8700",736195.333333333,7.91
"8701",736195.34375,7.7
"8702",736195.354166667,7.55
"8703",736195.364583333,7.43
"8704",736195.375,7.68
"8705",736195.385416667,7.47
"8706",736195.395833333,7.31
"8707",736195.40625,7.12
"8708",736195.416666667,7.25
"8709",736195.427083333,7.15
"8710",736195.4375,6.94
"8711",736195.447916667,7
"8712",736195.458333333,6.62
"8713",736195.46875,6.74
"8714",736195.479166667,6.78
"8715",736195.489583333,6.62
"8716",736195.5,6.58
"8717",736195.510416667,6.53
"8718",736195.520833333,6.54
"8719",736195.53125,6.65
"8720",736195.541666667,6.38
"8721",736195.552083333,6.26
"8722",736195.5625,6.19
"8723",736195.572916667,6.26
"8724",736195.583333333,6.16
"8725",736195.59375,5.97
"8726",736195.604166667,5.67
"8727",736195.614583333,5.8
"8728",736195.625,5.78
"8729",736195.635416667,5.91
"8730",736195.645833333,5.49
"8731",736195.65625,5.44
"8732",736195.666666667,5.71
"8733",736195.677083333,5.63
"8734",736195.6875,5.4
"8735",736195.697916667,5.41
"8736",736195.708333333,5.43
"8737",736195.71875,5.72
"8738",736195.729166667,5.57
"8739",736195.739583333,5.98
"8740",736195.75,5.81
"8741",736195.760416667,6.11
"8742",736195.770833333,6.15
"8743",736195.78125,5.69
"8744",736195.791666667,5.7
"8745",736195.802083333,5.43
"8746",736195.8125,5.39
"8747",736195.822916667,5.42
"8748",736195.833333333,5.24
"8749",736195.84375,5.33
"8750",736195.854166667,4.9
"8751",736195.864583333,5.09
"8752",736195.875,4.99
"8753",736195.885416667,4.77
"8754",736195.895833333,4.91
"8755",736195.90625,4.97
"8756",736195.916666667,4.94
"8757",736195.927083333,4.7
"8758",736195.9375,4.51
"8759",736195.947916667,4.63
"8760",736195.958333333,4.66
"8761",736195.96875,4.69
"8762",736195.979166667,4.9
"8763",736195.989583333,4.64
"8764",736196,4.7
"8765",736196.010416667,4.43
"8766",736196.020833333,4.53
"8767",736196.03125,4.49
"8768",736196.041666667,4.56
"8769",736196.052083333,4.67
"8770",736196.0625,4.47
"8771",736196.072916667,4.61
"8772",736196.083333333,4.71
"8773",736196.09375,4.65
"8774",736196.104166667,4.72
"8775",736196.114583333,4.52
"8776",736196.125,4.63
"8777",736196.135416667,4.52
"8778",736196.145833333,4.6
"8779",736196.15625,4.62
"8780",736196.166666667,4.62
"8781",736196.177083333,4.71
"8782",736196.1875,4.65
"8783",736196.197916667,4.63
"8784",736196.208333333,4.56
"8785",736196.21875,4.64
"8786",736196.229166667,4.63
"8787",736196.239583333,4.6
"8788",736196.25,4.68
"8789",736196.260416667,4.33
"8790",736196.270833333,4.52
"8791",736196.28125,4.58
"8792",736196.291666667,4.56
"8793",736196.302083333,4.66
"8794",736196.3125,4.6
"8795",736196.322916667,4.7
"8796",736196.333333333,4.59
"8797",736196.34375,4.56
"8798",736196.354166667,4.61
"8799",736196.364583333,4.43
"8800",736196.375,4.46
"8801",736196.385416667,4.56
"8802",736196.395833333,4.65
"8803",736196.40625,4.66
"8804",736196.416666667,4.63
"8805",736196.427083333,4.52
"8806",736196.4375,4.6
"8807",736196.447916667,4.63
"8808",736196.458333333,4.57
"8809",736196.46875,4.67
"8810",736196.479166667,4.52
"8811",736196.489583333,4.64
"8812",736196.5,4.42
"8813",736196.510416667,4.63
"8814",736196.520833333,4.39
"8815",736196.53125,4.62
"8816",736196.541666667,4.37
"8817",736196.552083333,4.43
"8818",736196.5625,4.54
"8819",736196.572916667,4.46
"8820",736196.583333333,4.47
"8821",736196.59375,4.48
"8822",736196.604166667,4.36
"8823",736196.614583333,4.57
"8824",736196.625,4.7
"8825",736196.635416667,4.64
"8826",736196.645833333,4.44
"8827",736196.65625,4.49
"8828",736196.666666667,4.38
"8829",736196.677083333,4.5
"8830",736196.6875,4.26
"8831",736196.697916667,4.45
"8832",736196.708333333,4.54
"8833",736196.71875,4.63
"8834",736196.729166667,4.34
"8835",736196.739583333,4.58
"8836",736196.75,4.54
"8837",736196.760416667,4.52
"8838",736196.770833333,4.34
"8839",736196.78125,4.34
"8840",736196.791666667,4.58
"8841",736196.802083333,4.51
"8842",736196.8125,4.81
"8843",736196.822916667,4.49
"8844",736196.833333333,4.68
"8845",736196.84375,4.69
"8846",736196.854166667,4.69
"8847",736196.864583333,4.59
"8848",736196.875,4.48
"8849",736196.885416667,4.45
"8850",736196.895833333,4.6
"8851",736196.90625,4.58
"8852",736196.916666667,4.48
"8853",736196.927083333,4.69
"8854",736196.9375,4.73
"8855",736196.947916667,4.69
"8856",736196.958333333,4.4
"8857",736196.96875,4.44
"8858",736196.979166667,4.6
"8859",736196.989583333,4.66
"8860",736197,4.7
"8861",736197.010416667,4.44
"8862",736197.020833333,4.47
"8863",736197.03125,4.58
"8864",736197.041666667,4.34
"8865",736197.052083333,4.58
"8866",736197.0625,4.5
"8867",736197.072916667,4.47
"8868",736197.083333333,4.45
"8869",736197.09375,4.33
"8870",736197.104166667,4.57
"8871",736197.114583333,4.61
"8872",736197.125,4.6
"8873",736197.135416667,4.53
"8874",736197.145833333,4.51
"8875",736197.15625,4.53
"8876",736197.166666667,4.5
"8877",736197.177083333,4.48
"8878",736197.1875,4.58
"8879",736197.197916667,4.51
"8880",736197.208333333,4.46
"8881",736197.21875,4.48
"8882",736197.229166667,4.55
"8883",736197.239583333,4.51
"8884",736197.25,4.51
"8885",736197.260416667,4.51
"8886",736197.270833333,4.44
"8887",736197.28125,4.47
"8888",736197.291666667,4.4
"8889",736197.302083333,4.64
"8890",736197.3125,4.58
"8891",736197.322916667,4.53
"8892",736197.333333333,4.46
"8893",736197.34375,4.59
"8894",736197.354166667,4.57
"8895",736197.364583333,4.65
"8896",736197.375,4.65
"8897",736197.385416667,4.5
"8898",736197.395833333,4.59
"8899",736197.40625,4.72
"8900",736197.416666667,4.79
"8901",736197.427083333,4.82
"8902",736197.4375,4.88
"8903",736197.447916667,5.22
"8904",736197.458333333,5.4
"8905",736197.46875,5.49
"8906",736197.479166667,5.75
"8907",736197.489583333,6.16
"8908",736197.5,6.45
"8909",736197.510416667,7.59
"8910",736197.520833333,10.45
"8911",736197.53125,18.07
"8912",736197.541666667,28.56
"8913",736197.552083333,36.95
"8914",736197.5625,52.24
"8915",736197.572916667,61.55
"8916",736197.583333333,65.74
"8917",736197.59375,67.85
"8918",736197.604166667,67.66
"8919",736197.614583333,67.5
"8920",736197.625,66.89
"8921",736197.635416667,66.46
"8922",736197.645833333,66.31
"8923",736197.65625,66.16
"8924",736197.666666667,66.09
"8925",736197.677083333,66.43
"8926",736197.6875,66.51
"8927",736197.697916667,66.41
"8928",736197.708333333,65.57
"8929",736197.71875,65.36
"8930",736197.729166667,64.65
"8931",736197.739583333,64.58
"8932",736197.75,64.16
"8933",736197.760416667,64.56
"8934",736197.770833333,64.98
"8935",736197.78125,64.96
"8936",736197.791666667,65.41
"8937",736197.802083333,66.05
"8938",736197.8125,66.35
"8939",736197.822916667,66.75
"8940",736197.833333333,67.17
"8941",736197.84375,67.38
"8942",736197.854166667,67.73
"8943",736197.864583333,67.9
"8944",736197.875,68.17
"8945",736197.885416667,68.32
"8946",736197.895833333,68.53
"8947",736197.90625,68.61
"8948",736197.916666667,68.92
"8949",736197.927083333,68.72
"8950",736197.9375,69.08
"8951",736197.947916667,69.35
"8952",736197.958333333,69.71
"8953",736197.96875,69.84
"8954",736197.979166667,70.48
"8955",736197.989583333,70.58
"8956",736198,70.94
"8957",736198.010416667,71.15
"8958",736198.020833333,71.57
"8959",736198.03125,71.73
"8960",736198.041666667,72.17
"8961",736198.052083333,72.48
"8962",736198.0625,72.82
"8963",736198.072916667,73.2
"8964",736198.083333333,73.26
"8965",736198.09375,73.6
"8966",736198.104166667,73.9
"8967",736198.114583333,73.99
"8968",736198.125,74.11
"8969",736198.135416667,74.07
"8970",736198.145833333,74.46
"8971",736198.15625,74.55
"8972",736198.166666667,74.64
"8973",736198.177083333,74.77
"8974",736198.1875,74.81
"8975",736198.197916667,75.05
"8976",736198.208333333,75.22
"8977",736198.21875,75.36
"8978",736198.229166667,75.66
"8979",736198.239583333,75.91
"8980",736198.25,76.05
"8981",736198.260416667,76.24
"8982",736198.270833333,76.43
"8983",736198.28125,76.67
"8984",736198.291666667,76.95
"8985",736198.302083333,77.29
"8986",736198.3125,77.43
"8987",736198.322916667,77.7
"8988",736198.333333333,77.76
"8989",736198.34375,77.91
"8990",736198.354166667,78.25
"8991",736198.364583333,78.38
"8992",736198.375,78.6
"8993",736198.385416667,78.78
"8994",736198.395833333,78.69
"8995",736198.40625,78.87
"8996",736198.416666667,79.24
"8997",736198.427083333,79.35
"8998",736198.4375,79.44
"8999",736198.447916667,79.67
"9000",736198.458333333,79.56
"9001",736198.46875,79.79
"9002",736198.479166667,79.64
"9003",736198.489583333,79.54
"9004",736198.5,79.79
"9005",736198.510416667,79.72
"9006",736198.520833333,79.8
"9007",736198.53125,79.75
"9008",736198.541666667,79.63
"9009",736198.552083333,79.74
"9010",736198.5625,79.25
"9011",736198.572916667,79.07
"9012",736198.583333333,78.83
"9013",736198.59375,78.29
"9014",736198.604166667,77.73
"9015",736198.614583333,77.08
"9016",736198.625,76.61
"9017",736198.635416667,76.06
"9018",736198.645833333,75.39
"9019",736198.65625,75.25
"9020",736198.666666667,74.53
"9021",736198.677083333,73.99
"9022",736198.6875,74.2
"9023",736198.697916667,74.16
"9024",736198.708333333,73.92
"9025",736198.71875,73.07
"9026",736198.729166667,73.49
"9027",736198.739583333,73.35
"9028",736198.75,73.75
"9029",736198.760416667,74.54
"9030",736198.770833333,74.52
"9031",736198.78125,74.57
"9032",736198.791666667,74.85
"9033",736198.802083333,75.22
"9034",736198.8125,75.14
"9035",736198.822916667,75.53
"9036",736198.833333333,75.73
"9037",736198.84375,75.8
"9038",736198.854166667,75.84
"9039",736198.864583333,76.12
"9040",736198.875,76.57
"9041",736198.885416667,76.57
"9042",736198.895833333,76.91
"9043",736198.90625,77.08
"9044",736198.916666667,77.2
"9045",736198.927083333,77.29
"9046",736198.9375,77.44
"9047",736198.947916667,77.55
"9048",736198.958333333,77.78
"9049",736198.96875,77.92
"9050",736198.979166667,78.13
"9051",736198.989583333,78.03
"9052",736199,78.29
"9053",736199.010416667,78.48
"9054",736199.020833333,78.42
"9055",736199.03125,78.38
"9056",736199.041666667,78.52
"9057",736199.052083333,78.63
"9058",736199.0625,78.68
"9059",736199.072916667,78.83
"9060",736199.083333333,78.98
"9061",736199.09375,78.74
"9062",736199.104166667,78.93
"9063",736199.114583333,78.99
"9064",736199.125,79.16
"9065",736199.135416667,79.08
"9066",736199.145833333,79.19
"9067",736199.15625,79.26
"9068",736199.166666667,79.34
"9069",736199.177083333,79.44
"9070",736199.1875,79.6
"9071",736199.197916667,79.5
"9072",736199.208333333,79.6
"9073",736199.21875,79.8
"9074",736199.229166667,79.79
"9075",736199.239583333,79.79
"9076",736199.25,79.99
"9077",736199.260416667,79.89
"9078",736199.270833333,79.96
"9079",736199.28125,80.07
"9080",736199.291666667,80.11
"9081",736199.302083333,80.2
"9082",736199.3125,79.91
"9083",736199.322916667,79.78
"9084",736199.333333333,79.31
"9085",736199.34375,78.7
"9086",736199.354166667,77.82
"9087",736199.364583333,75.69
"9088",736199.375,71.81
"9089",736199.385416667,66.42
"9090",736199.395833333,58.9
"9091",736199.40625,53.65
"9092",736199.416666667,50.59
"9093",736199.427083333,47.99
"9094",736199.4375,47.57
"9095",736199.447916667,47.07
"9096",736199.458333333,48.83
"9097",736199.46875,49.62
"9098",736199.479166667,50.95
"9099",736199.489583333,53.83
"9100",736199.5,53.58
"9101",736199.510416667,51.83
"9102",736199.520833333,48.17
"9103",736199.53125,45.1
"9104",736199.541666667,43.47
"9105",736199.552083333,42.56
"9106",736199.5625,40.82
"9107",736199.572916667,39.58
"9108",736199.583333333,36.29
"9109",736199.59375,33.45
"9110",736199.604166667,32.95
"9111",736199.614583333,30.83
"9112",736199.625,30.26
"9113",736199.635416667,30.2
"9114",736199.645833333,30.38
"9115",736199.65625,31.69
"9116",736199.666666667,32.37
"9117",736199.677083333,35.18
"9118",736199.6875,35.71
"9119",736199.697916667,31.71
"9120",736199.708333333,30.98
"9121",736199.71875,29.95
"9122",736199.729166667,29.64
"9123",736199.739583333,30.01
"9124",736199.75,30.38
"9125",736199.760416667,30.66
"9126",736199.770833333,30.1
"9127",736199.78125,29
"9128",736199.791666667,28.78
"9129",736199.802083333,29.08
"9130",736199.8125,29.17
"9131",736199.822916667,30.03
"9132",736199.833333333,30.81
"9133",736199.84375,31.83
"9134",736199.854166667,32.14
"9135",736199.864583333,30.08
"9136",736199.875,28.44
"9137",736199.885416667,27.22
"9138",736199.895833333,25.23
"9139",736199.90625,23.58
"9140",736199.916666667,22.28
"9141",736199.927083333,20.77
"9142",736199.9375,19.26
"9143",736199.947916667,18.04
"9144",736199.958333333,17.82
"9145",736199.96875,17.31
"9146",736199.979166667,16.06
"9147",736199.989583333,15.54
"9148",736200,15.61
"9149",736200.010416667,15.34
"9150",736200.020833333,15.17
"9151",736200.03125,15.01
"9152",736200.041666667,15.61
"9153",736200.052083333,15.8
"9154",736200.0625,16.39
"9155",736200.072916667,16.8
"9156",736200.083333333,17.69
"9157",736200.09375,17.53
"9158",736200.104166667,18.09
"9159",736200.114583333,18.49
"9160",736200.125,18.59
"9161",736200.135416667,19.23
"9162",736200.145833333,19.54
"9163",736200.15625,19.35
"9164",736200.166666667,19.08
"9165",736200.177083333,19.85
"9166",736200.1875,19.87
"9167",736200.197916667,19.22
"9168",736200.208333333,19.24
"9169",736200.21875,19.17
"9170",736200.229166667,18.98
"9171",736200.239583333,18.8
"9172",736200.25,18.55
"9173",736200.260416667,18.1
"9174",736200.270833333,17.82
"9175",736200.28125,17.32
"9176",736200.291666667,17.25
"9177",736200.302083333,17
"9178",736200.3125,16.83
"9179",736200.322916667,16.1
"9180",736200.333333333,15.78
"9181",736200.34375,15.31
"9182",736200.354166667,15.38
"9183",736200.364583333,14.63
"9184",736200.375,13.43
"9185",736200.385416667,13.19
"9186",736200.395833333,12.26
"9187",736200.40625,11.79
"9188",736200.416666667,11.57
"9189",736200.427083333,11.25
"9190",736200.4375,11.3
"9191",736200.447916667,11.43
"9192",736200.458333333,11.88
"9193",736200.46875,12.04
"9194",736200.479166667,12.3
"9195",736200.489583333,11.68
"9196",736200.5,11.4
"9197",736200.510416667,11.22
"9198",736200.520833333,10.89
"9199",736200.53125,10.72
"9200",736200.541666667,10.72
"9201",736200.552083333,10.23
"9202",736200.5625,10.15
"9203",736200.572916667,10.79
"9204",736200.583333333,10.65
"9205",736200.59375,11.03
"9206",736200.604166667,11.15
"9207",736200.614583333,11.2
"9208",736200.625,11.43
"9209",736200.635416667,11.83
"9210",736200.645833333,11.44
"9211",736200.65625,10.94
"9212",736200.666666667,10.7
"9213",736200.677083333,10.76
"9214",736200.6875,10.29
"9215",736200.697916667,10.32
"9216",736200.708333333,10.13
"9217",736200.71875,9.62
"9218",736200.729166667,9.77
"9219",736200.739583333,10.3
"9220",736200.75,10.33
"9221",736200.760416667,10.14
"9222",736200.770833333,10.21
"9223",736200.78125,10.08
"9224",736200.791666667,10.47
"9225",736200.802083333,10.76
"9226",736200.8125,10.94
"9227",736200.822916667,10.73
"9228",736200.833333333,10.72
"9229",736200.84375,10.65
"9230",736200.854166667,10.67
"9231",736200.864583333,10.35
"9232",736200.875,10.22
"9233",736200.885416667,9.83
"9234",736200.895833333,9.61
"9235",736200.90625,9.02
"9236",736200.916666667,8.67
"9237",736200.927083333,8.72
"9238",736200.9375,8.39
"9239",736200.947916667,7.97
"9240",736200.958333333,7.79
"9241",736200.96875,7.46
"9242",736200.979166667,7.53
"9243",736200.989583333,6.96
"9244",736201,7.09
"9245",736201.010416667,6.79
"9246",736201.020833333,6.67
"9247",736201.03125,6.52
"9248",736201.041666667,6.47
"9249",736201.052083333,6.4
"9250",736201.0625,6.34
"9251",736201.072916667,6.34
"9252",736201.083333333,6.39
"9253",736201.09375,6.44
"9254",736201.104166667,6.45
"9255",736201.114583333,6.41
"9256",736201.125,6.14
"9257",736201.135416667,6.25
"9258",736201.145833333,6.18
"9259",736201.15625,6.27
"9260",736201.166666667,6.37
"9261",736201.177083333,6.36
"9262",736201.1875,6.03
"9263",736201.197916667,6.12
"9264",736201.208333333,6.05
"9265",736201.21875,6.3
"9266",736201.229166667,6.14
"9267",736201.239583333,5.97
"9268",736201.25,5.93
"9269",736201.260416667,5.96
"9270",736201.270833333,6.06
"9271",736201.28125,5.91
"9272",736201.291666667,5.88
"9273",736201.302083333,5.82
"9274",736201.3125,5.79
"9275",736201.322916667,5.78
"9276",736201.333333333,5.84
"9277",736201.34375,5.72
"9278",736201.354166667,5.91
"9279",736201.364583333,5.85
"9280",736201.375,5.65
"9281",736201.385416667,5.63
"9282",736201.395833333,5.74
"9283",736201.40625,5.61
"9284",736201.416666667,5.6
"9285",736201.427083333,5.51
"9286",736201.4375,5.54
"9287",736201.447916667,5.55
"9288",736201.458333333,5.62
"9289",736201.46875,5.98
"9290",736201.479166667,7.31
"9291",736201.489583333,6.91
"9292",736201.5,7.62
"9293",736201.510416667,7.52
"9294",736201.520833333,7.01
"9295",736201.53125,6.57
"9296",736201.541666667,6.16
"9297",736201.552083333,6.03
"9298",736201.572916667,73.09
"9299",736201.583333333,73.27
"9300",736201.59375,72.9
"9301",736201.604166667,72.72
"9302",736201.614583333,72.77
"9303",736201.625,72.34
"9304",736201.635416667,71.73
"9305",736201.645833333,71.15
"9306",736201.65625,70.92
"9307",736201.666666667,70.91
"9308",736201.677083333,69.99
"9309",736201.6875,68.96
"9310",736201.697916667,68.91
"9311",736201.708333333,68.58
"9312",736201.71875,68.56
"9313",736201.729166667,69.13
"9314",736201.739583333,69.65
"9315",736201.75,69.3
"9316",736201.760416667,68.09
"9317",736201.770833333,69.85
"9318",736201.78125,69.93
"9319",736201.791666667,68.98
"9320",736201.802083333,70.65
"9321",736201.8125,70.41
"9322",736201.822916667,70.63
"9323",736201.833333333,68.99
"9324",736201.84375,70.87
"9325",736201.854166667,70.67
"9326",736201.864583333,70.44
"9327",736201.875,71.05
"9328",736201.885416667,70.73
"9329",736201.895833333,71.18
"9330",736201.90625,71.21
"9331",736201.916666667,70.93
"9332",736201.927083333,71.51
"9333",736201.9375,71.55
"9334",736201.947916667,71.48
"9335",736201.958333333,71.55
"9336",736201.96875,71.42
"9337",736201.979166667,71.74
"9338",736201.989583333,71.97
"9339",736202,72.14
"9340",736202.010416667,72.06
"9341",736202.020833333,71.98
"9342",736202.03125,72.32
"9343",736202.041666667,72.18
"9344",736202.052083333,72.15
"9345",736202.0625,72.06
"9346",736202.072916667,72.1
"9347",736202.083333333,72.21
"9348",736202.09375,72.36
"9349",736202.104166667,72.25
"9350",736202.114583333,72.19
"9351",736202.125,72.23
"9352",736202.135416667,72.46
"9353",736202.145833333,72.43
"9354",736202.15625,72.52
"9355",736202.166666667,72.5
"9356",736202.177083333,72.48
"9357",736202.1875,72.46
"9358",736202.197916667,72.53
"9359",736202.208333333,72.71
"9360",736202.21875,72.76
"9361",736202.229166667,72.62
"9362",736202.239583333,72.65
"9363",736202.25,72.71
"9364",736202.260416667,72.78
"9365",736202.270833333,72.74
"9366",736202.28125,72.86
"9367",736202.291666667,72.89
"9368",736202.302083333,72.94
"9369",736202.3125,72.65
"9370",736202.322916667,72.78
"9371",736202.333333333,72.85
"9372",736202.34375,72.85
"9373",736202.354166667,72.75
"9374",736202.364583333,72.87
"9375",736202.375,72.29
"9376",736202.385416667,72.15
"9377",736202.395833333,71.31
"9378",736202.40625,70.55
"9379",736202.416666667,68.34
"9380",736202.427083333,67.79
"9381",736202.4375,67.55
"9382",736202.447916667,67.2
"9383",736202.458333333,65.87
"9384",736202.46875,63.83
"9385",736202.479166667,63.59
"9386",736202.489583333,62.96
"9387",736202.5,61.62
"9388",736202.510416667,61.57
"9389",736202.520833333,60.4
"9390",736202.53125,58.06
"9391",736202.541666667,56.94
"9392",736202.552083333,54.68
"9393",736202.5625,50.65
"9394",736202.572916667,50.8
"9395",736202.583333333,48.27
"9396",736202.59375,27.18
"9397",736202.604166667,49.97
"9398",736202.614583333,48.88
"9399",736202.625,47.19
"9400",736202.635416667,47.1
"9401",736202.645833333,45.63
"9402",736202.65625,44.52
"9403",736202.666666667,44.87
"9404",736202.677083333,42.86
"9405",736202.6875,42.65
"9406",736202.697916667,42.52
"9407",736202.708333333,40.21
"9408",736202.71875,41.35
"9409",736202.729166667,39.53
"9410",736202.739583333,39.77
"9411",736202.75,42.99
"9412",736202.760416667,40.33
"9413",736202.770833333,41.43
"9414",736202.78125,41.74
"9415",736202.791666667,41.19
"9416",736202.802083333,41.61
"9417",736202.8125,43.15
"9418",736202.822916667,42.05
"9419",736202.833333333,43.57
"9420",736202.84375,44.22
"9421",736202.854166667,43.64
"9422",736202.864583333,43.9
